id,category,role,audience,format,lens,context,prompt
3300,音乐,音乐制作顾问,开发团队,JSON结构,短期落地,新市场验证,任务编号 P3300。请扮演音乐制作顾问。围绕“音乐场景100-新市场验证”中的歌词、编曲、练习任务，面向开发团队，生成可直接使用的模板。请用JSON结构输出，并从“短期落地”角度做重点判断。要求：避免专业黑话；给出至少一个反例；最后给出3条可立即执行的下一步。
3301,科研,科研助理,投资人,实验计划,风险,数据不足,任务编号 P3301。请扮演科研助理。围绕“科研场景001-数据不足”中的论文、实验、综述任务，面向投资人，把复杂内容改写成新手也能懂的说明。请用实验计划输出，并从“风险”角度做重点判断。要求：给出示例输入输出；用中文输出；最后给出3条可立即执行的下一步。
3302,科研,科研助理,海外用户,检查清单,增长,公开发布,任务编号 P3302。请扮演科研助理。围绕“科研场景002-公开发布”中的论文、实验、综述任务，面向海外用户，设计一个从零到一的工作流。请用检查清单输出，并从“增长”角度做重点判断。要求：语言简洁，不说空话；兼顾成本和效果；最后给出3条可立即执行的下一步。
3303,科研,科研助理,专家评审,SOP步骤,短期落地,多方协作,任务编号 P3303。请扮演科研助理。围绕“科研场景003-多方协作”中的论文、实验、综述任务，面向专家评审，创建检查清单并标注常见坑。请用SOP步骤输出，并从“短期落地”角度做重点判断。要求：兼顾成本和效果；避免虚构事实；最后给出3条可立即执行的下一步。
3304,科研,科研助理,大学生,看板任务,成本,预算有限,任务编号 P3304。请扮演科研助理。围绕“科研场景004-预算有限”中的论文、实验、综述任务，面向大学生，模拟专家评审并指出改进点。请用看板任务输出，并从“成本”角度做重点判断。要求：指出最容易忽略的细节；包含失败预案；最后给出3条可立即执行的下一步。
3305,科研,科研助理,管理层,实验计划,可维护性,初创团队,任务编号 P3305。请扮演科研助理。围绕“科研场景005-初创团队”中的论文、实验、综述任务，面向管理层，根据目标用户重写表达。请用实验计划输出，并从“可维护性”角度做重点判断。要求：包含可执行下一步；语言简洁，不说空话；最后给出3条可立即执行的下一步。
3306,科研,科研助理,内容创作者,检查清单,长期价值,需要扩张,任务编号 P3306。请扮演科研助理。围绕“科研场景006-需要扩张”中的论文、实验、综述任务，面向内容创作者，提炼核心洞察并给出行动建议。请用检查清单输出，并从“长期价值”角度做重点判断。要求：输出可直接复制使用；按难易度排序；最后给出3条可立即执行的下一步。
3307,科研,科研助理,销售团队,SOP步骤,质量,新市场验证,任务编号 P3307。请扮演科研助理。围绕“科研场景007-新市场验证”中的论文、实验、综述任务，面向销售团队，设计一套可量化指标。请用SOP步骤输出，并从“质量”角度做重点判断。要求：保持中立客观；先给结论再解释；最后给出3条可立即执行的下一步。
3308,科研,科研助理,教师,看板任务,用户体验,竞品压力,任务编号 P3308。请扮演科研助理。围绕“科研场景008-竞品压力”中的论文、实验、综述任务，面向教师，把零散想法整理成结构化大纲。请用看板任务输出，并从“用户体验”角度做重点判断。要求：先给结论再解释；给出示例输入输出；最后给出3条可立即执行的下一步。
3309,科研,科研助理,本地用户,实验计划,学习曲线,准备上线,任务编号 P3309。请扮演科研助理。围绕“科研场景009-准备上线”中的论文、实验、综述任务，面向本地用户，生成可直接使用的模板。请用实验计划输出，并从“学习曲线”角度做重点判断。要求：包含失败预案；给出至少一个反例；最后给出3条可立即执行的下一步。
3310,科研,科研助理,创始人,检查清单,效率,高不确定性,任务编号 P3310。请扮演科研助理。围绕“科研场景010-高不确定性”中的论文、实验、综述任务，面向创始人，做一次反向推理找出隐藏风险。请用检查清单输出，并从“效率”角度做重点判断。要求：用中文输出；保持中立客观；最后给出3条可立即执行的下一步。
3311,科研,科研助理,新手用户,SOP步骤,风险,远程协作,任务编号 P3311。请扮演科研助理。围绕“科研场景011-远程协作”中的论文、实验、综述任务，面向新手用户，给出低成本试验方案。请用SOP步骤输出，并从“风险”角度做重点判断。要求：标注假设和不确定性；适合在一天内开始执行；最后给出3条可立即执行的下一步。
3312,科研,科研助理,一线执行团队,看板任务,增长,个人项目,任务编号 P3312。请扮演科研助理。围绕“科研场景012-个人项目”中的论文、实验、综述任务，面向一线执行团队，创建对比表并推荐选择。请用看板任务输出，并从“增长”角度做重点判断。要求：按影响力排序；必要时提出澄清问题；最后给出3条可立即执行的下一步。
3313,科研,科研助理,开发团队,实验计划,短期落地,质量波动,任务编号 P3313。请扮演科研助理。围绕“科研场景013-质量波动”中的论文、实验、综述任务，面向开发团队，把长内容压缩成高密度摘要。请用实验计划输出，并从“短期落地”角度做重点判断。要求：必要时提出澄清问题；输出可直接复制使用；最后给出3条可立即执行的下一步。
3314,科研,科研助理,客服团队,检查清单,成本,用户流失,任务编号 P3314。请扮演科研助理。围绕“科研场景014-用户流失”中的论文、实验、综述任务，面向客服团队，提出10个创新方向并排序。请用检查清单输出，并从“成本”角度做重点判断。要求：给出至少一个反例；提供简短版本和完整版本；最后给出3条可立即执行的下一步。
3315,科研,科研助理,家长,SOP步骤,可维护性,内部培训,任务编号 P3315。请扮演科研助理。围绕“科研场景015-内部培训”中的论文、实验、综述任务，面向家长，设计30天训练计划。请用SOP步骤输出，并从“可维护性”角度做重点判断。要求：按难易度排序；按影响力排序；最后给出3条可立即执行的下一步。
3316,科研,科研助理,非技术读者,看板任务,长期价值,需要复盘,任务编号 P3316。请扮演科研助理。围绕“科研场景016-需要复盘”中的论文、实验、综述任务，面向非技术读者，构建决策树帮助判断下一步。请用看板任务输出，并从“长期价值”角度做重点判断。要求：避免虚构事实；包含可执行下一步；最后给出3条可立即执行的下一步。
3317,科研,科研助理,中小企业主,实验计划,质量,时间紧迫,任务编号 P3317。请扮演科研助理。围绕“科研场景017-时间紧迫”中的论文、实验、综述任务，面向中小企业主，生成会议讨论提纲。请用实验计划输出，并从“质量”角度做重点判断。要求：避免专业黑话；包含衡量标准；最后给出3条可立即执行的下一步。
3318,科研,科研助理,资深从业者,检查清单,用户体验,成熟企业,任务编号 P3318。请扮演科研助理。围绕“科研场景018-成熟企业”中的论文、实验、综述任务，面向资深从业者，写一份面向管理层的简报。请用检查清单输出，并从“用户体验”角度做重点判断。要求：包含衡量标准；标注假设和不确定性；最后给出3条可立即执行的下一步。
3319,科研,科研助理,自由职业者,SOP步骤,学习曲线,需要降本,任务编号 P3319。请扮演科研助理。围绕“科研场景019-需要降本”中的论文、实验、综述任务，面向自由职业者，写一份面向执行者的操作手册。请用SOP步骤输出，并从“学习曲线”角度做重点判断。要求：提供简短版本和完整版本；指出最容易忽略的细节；最后给出3条可立即执行的下一步。
3320,科研,科研助理,设计团队,看板任务,效率,流程混乱,任务编号 P3320。请扮演科研助理。围绕“科研场景020-流程混乱”中的论文、实验、综述任务，面向设计团队，建立评估打分表。请用看板任务输出，并从“效率”角度做重点判断。要求：适合在一天内开始执行；避免专业黑话；最后给出3条可立即执行的下一步。
3321,科研,科研助理,投资人,实验计划,风险,数据不足,任务编号 P3321。请扮演科研助理。围绕“科研场景021-数据不足”中的论文、实验、综述任务，面向投资人，提出自动化改造思路。请用实验计划输出，并从“风险”角度做重点判断。要求：给出示例输入输出；用中文输出；最后给出3条可立即执行的下一步。
